acc,disprot_id,organism,ncbi_taxon_id,group,protein_name,gene,length,seq_len_check,n_regions,n_disorder_res_D,n_disorder_res_D_or_S,D_exp,D_exp_ambiguous,disorder_content_source,af_very_low_content,af_available,has_ambiguous_S,uniparc,uniref50,released,source_file
P23588,DP03242,Homo sapiens,9606,Human,Eukaryotic translation initiation factor 4B,EIF4B,611,611,3,536,536,0.8772504091653028,0.8772504091653028,0.8772504091653028,0.602291325695581,True,False,UPI000004BA76,UniRef50_P23588,2021_12,disprot_taxon_9606_homo_sapiens.json
Q68D10,DP03243,Homo sapiens,9606,Human,Protein SPT2 homolog,SPTY2D1,685,685,8,34,34,0.049635036496350364,0.049635036496350364,0.049635036496350364,0.5255474452554745,True,False,UPI000041A189,UniRef50_Q68D10,2023_12,disprot_taxon_9606_homo_sapiens.json
Q9UQ35,DP03245,Homo sapiens,9606,Human,Serine/arginine repetitive matrix protein 2,SRRM2,2752,2752,9,2726,2726,0.9905523255813954,0.9905523255813954,0.9905523255813954,,False,False,UPI000006E353,UniRef50_Q9UQ35,2023_12,disprot_taxon_9606_homo_sapiens.json
O75475,DP03246,Homo sapiens,9606,Human,PC4 and SFRS1-interacting protein,PSIP1,530,530,2,86,86,0.16226415094339622,0.16226415094339622,0.16226415094339622,0.46226415094339623,True,False,UPI0000073FC4,UniRef50_O75475,2021_12,disprot_taxon_9606_homo_sapiens.json
Q9NYV4,DP03248,Homo sapiens,9606,Human,Cyclin-dependent kinase 12,CDK12,1490,1490,1,41,41,0.027516778523489934,0.027516778523489934,0.027516778523489934,0.6859060402684564,True,False,UPI0000035B71,UniRef50_Q9NYV4,2023_12,disprot_taxon_9606_homo_sapiens.json
Q96RJ3,DP03249,Homo sapiens,9606,Human,Tumor necrosis factor receptor superfamily member 13C,TNFRSF13C,184,184,2,167,167,0.907608695652174,0.907608695652174,0.907608695652174,0.27717391304347827,True,False,UPI0000049F80,UniRef50_Q96RJ3,2021_12,disprot_taxon_9606_homo_sapiens.json
Q9UBW5,DP03250,Homo sapiens,9606,Human,Bridging integrator 2,BIN2,565,565,1,37,37,0.06548672566371681,0.06548672566371681,0.06548672566371681,0.49380530973451325,True,False,UPI000006FE75,UniRef50_Q9UBW5,2021_12,disprot_taxon_9606_homo_sapiens.json
Q8N300,DP03251,Homo sapiens,9606,Human,Small vasohibin-binding protein,SVBP,66,66,5,23,23,0.3484848484848485,0.3484848484848485,0.3484848484848485,0.030303030303030304,True,False,UPI000006CFBA,UniRef50_Q8N300,2021_12,disprot_taxon_9606_homo_sapiens.json
P52848,DP03254,Homo sapiens,9606,Human,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1,NDST1,882,882,2,35,35,0.03968253968253968,0.03968253968253968,0.03968253968253968,0.06575963718820861,True,False,UPI000012CDA5,UniRef50_Q3UHN9,2021_06,disprot_taxon_9606_homo_sapiens.json
P16035,DP03255,Homo sapiens,9606,Human,Metalloproteinase inhibitor 2,TIMP2,220,220,3,12,12,0.05454545454545454,0.05454545454545454,0.05454545454545454,0.0,True,False,UPI000052A5A4,UniRef50_P16035,2021_06,disprot_taxon_9606_homo_sapiens.json
P08253,DP03256,Homo sapiens,9606,Human,72 kDa type IV collagenase,MMP2,660,660,2,11,11,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.05909090909090909,True,False,UPI0000172CE7,UniRef50_P08253,2021_06,disprot_taxon_9606_homo_sapiens.json
P03956,DP03257,Homo sapiens,9606,Human,Interstitial collagenase,MMP1,469,469,3,24,24,0.0511727078891258,0.0511727078891258,0.0511727078891258,0.0511727078891258,True,False,UPI000014E06D,UniRef50_P03956,2021_06,disprot_taxon_9606_homo_sapiens.json
P13674,DP03259,Homo sapiens,9606,Human,Prolyl 4-hydroxylase subunit alpha-1,P4HA1,534,534,3,10,10,0.018726591760299626,0.018726591760299626,0.018726591760299626,0.056179775280898875,True,False,UPI000016AF4E,UniRef50_P13674,2023_06,disprot_taxon_9606_homo_sapiens.json
O60568,DP03260,Homo sapiens,9606,Human,Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3,PLOD3,738,738,10,29,29,0.03929539295392954,0.03929539295392954,0.03929539295392954,0.04200542005420054,True,False,UPI0000046664,UniRef50_O60568,2021_06,disprot_taxon_9606_homo_sapiens.json
P01009,DP03262,Homo sapiens,9606,Human,Alpha-1-antitrypsin,SERPINA1,418,418,3,23,23,0.05502392344497608,0.05502392344497608,0.05502392344497608,0.10526315789473684,True,False,UPI000000CBEC,UniRef50_P01009,2021_06,disprot_taxon_9606_homo_sapiens.json
P21580,DP03271,Homo sapiens,9606,Human,Tumor necrosis factor alpha-induced protein 3,TNFAIP3,790,790,5,28,28,0.035443037974683546,0.035443037974683546,0.035443037974683546,0.24050632911392406,True,False,UPI000000D92D,UniRef50_P21580,2021_12,disprot_taxon_9606_homo_sapiens.json
Q6GQQ9,DP03272,Homo sapiens,9606,Human,OTU domain-containing protein 7B,OTUD7B,843,843,2,67,67,0.07947805456702253,0.07947805456702253,0.07947805456702253,0.4246737841043891,True,False,UPI000020415D,UniRef50_Q6GQQ9,2023_12,disprot_taxon_9606_homo_sapiens.json
Q99835,DP03273,Homo sapiens,9606,Human,Smoothened homolog,SMO,787,787,1,102,102,0.12960609911054638,0.12960609911054638,0.12960609911054638,0.2795425667090216,True,False,UPI0000050447,UniRef50_Q99835,2021_12,disprot_taxon_9606_homo_sapiens.json
Q9Y4K0,DP03274,Homo sapiens,9606,Human,Lysyl oxidase homolog 2,LOXL2,774,774,1,12,12,0.015503875968992248,0.015503875968992248,0.015503875968992248,0.07235142118863049,True,False,UPI000012E7AB,UniRef50_Q9Y4K0,2023_06,disprot_taxon_9606_homo_sapiens.json
Q15276,DP03275,Homo sapiens,9606,Human,Rab GTPase-binding effector protein 1,RABEP1,862,862,1,20,20,0.02320185614849188,0.02320185614849188,0.02320185614849188,0.18677494199535963,True,False,UPI0000038DA4,UniRef50_Q15276,2022_06,disprot_taxon_9606_homo_sapiens.json
Q96PU8,DP03276,Homo sapiens,9606,Human,Protein quaking,QKI,341,341,1,10,10,0.02932551319648094,0.02932551319648094,0.02932551319648094,0.3460410557184751,True,False,UPI0000029EBD,UniRef50_Q96PU8,2021_12,disprot_taxon_9606_homo_sapiens.json
P18065,DP03278,Homo sapiens,9606,Human,Insulin-like growth factor-binding protein 2,IGFBP2,325,325,5,14,14,0.043076923076923075,0.043076923076923075,0.043076923076923075,0.28615384615384615,True,False,UPI000012D112,UniRef50_P18065,2021_06,disprot_taxon_9606_homo_sapiens.json
Q08188,DP03279,Homo sapiens,9606,Human,Protein-glutamine gamma-glutamyltransferase E,TGM3,693,693,4,10,10,0.01443001443001443,0.01443001443001443,0.01443001443001443,0.01875901875901876,True,False,UPI00001452F1,UniRef50_Q08188,2021_06,disprot_taxon_9606_homo_sapiens.json
P19827,DP03280,Homo sapiens,9606,Human,Inter-alpha-trypsin inhibitor heavy chain H1,ITIH1,911,911,4,30,30,0.03293084522502744,0.03293084522502744,0.03293084522502744,0.0845225027442371,True,False,UPI000016AAD9,UniRef50_P19827,2021_06,disprot_taxon_9606_homo_sapiens.json
Q2MKA7,DP03281,Homo sapiens,9606,Human,R-spondin-1,RSPO1,263,263,3,16,16,0.060836501901140684,0.060836501901140684,0.060836501901140684,0.22433460076045628,True,False,UPI0000674A16,UniRef50_Q2MKA7,2021_06,disprot_taxon_9606_homo_sapiens.json
Q9UK55,DP03291,Homo sapiens,9606,Human,Protein Z-dependent protease inhibitor,SERPINA10,444,444,2,39,39,0.08783783783783784,0.08783783783783784,0.08783783783783784,0.1373873873873874,True,False,UPI000013C46E,UniRef50_Q9UK55,2021_06,disprot_taxon_9606_homo_sapiens.json
P00742,DP03292,Homo sapiens,9606,Human,Coagulation factor X,F10,488,488,16,37,37,0.07581967213114754,0.07581967213114754,0.07581967213114754,0.13729508196721313,True,False,UPI000016A93C,UniRef50_P00742,2021_12,disprot_taxon_9606_homo_sapiens.json
O43791,DP03293,Homo sapiens,9606,Human,Speckle-type POZ protein,SPOP,374,374,6,28,28,0.0748663101604278,0.0748663101604278,0.0748663101604278,0.053475935828877004,True,False,UPI0000003F5C,UniRef50_O43791,2021_12,disprot_taxon_9606_homo_sapiens.json
P02760,DP03294,Homo sapiens,9606,Human,Protein AMBP,AMBP,352,352,4,49,49,0.13920454545454544,0.13920454545454544,0.13920454545454544,0.16477272727272727,True,False,UPI000000D9AF,UniRef50_P02760,2021_06,disprot_taxon_9606_homo_sapiens.json
Q92854,DP03295,Homo sapiens,9606,Human,Semaphorin-4D,SEMA4D,862,862,1,29,29,0.033642691415313224,0.033642691415313224,0.033642691415313224,0.21809744779582366,True,False,UPI0000135A6C,UniRef50_Q92854,2021_12,disprot_taxon_9606_homo_sapiens.json
P60484,DP03296,Homo sapiens,9606,Human,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",PTEN,403,403,10,75,75,0.18610421836228289,0.18610421836228289,0.18610421836228289,0.1687344913151365,True,False,UPI00001328C5,UniRef50_P60484,2021_12,disprot_taxon_9606_homo_sapiens.json
P01034,DP03297,Homo sapiens,9606,Human,Cystatin-C,CST3,146,146,4,11,11,0.07534246575342465,0.07534246575342465,0.07534246575342465,0.00684931506849315,True,False,UPI000002B9AD,UniRef50_P01034,2021_06,disprot_taxon_9606_homo_sapiens.json
P63000,DP03298,Homo sapiens,9606,Human,Ras-related C3 botulinum toxin substrate 1,RAC1,192,192,10,14,14,0.07291666666666667,0.07291666666666667,0.07291666666666667,0.005208333333333333,True,False,UPI000000060F,UniRef50_P63000,2021_12,disprot_taxon_9606_homo_sapiens.json
P00734,DP03299,Homo sapiens,9606,Human,Prothrombin,F2,622,622,9,65,65,0.1045016077170418,0.1045016077170418,0.1045016077170418,0.08681672025723473,True,False,UPI0000143316,UniRef50_P00734,2021_06,disprot_taxon_9606_homo_sapiens.json
P31749,DP03300,Homo sapiens,9606,Human,RAC-alpha serine/threonine-protein kinase,AKT1,480,480,2,31,31,0.06458333333333334,0.06458333333333334,0.06458333333333334,0.1,True,False,UPI000002E75B,UniRef50_P31749,2021_12,disprot_taxon_9606_homo_sapiens.json
P09237,DP03301,Homo sapiens,9606,Human,Matrilysin,MMP7,267,267,5,45,45,0.16853932584269662,0.16853932584269662,0.16853932584269662,0.052434456928838954,True,False,UPI00000422BD,UniRef50_P09237,2021_12,disprot_taxon_9606_homo_sapiens.json
Q8IW75,DP03303,Homo sapiens,9606,Human,Serpin A12,SERPINA12,414,414,3,11,11,0.026570048309178744,0.026570048309178744,0.026570048309178744,0.07246376811594203,True,False,UPI000000D86C,UniRef50_Q8IW75,2021_06,disprot_taxon_9606_homo_sapiens.json
P36952,DP03304,Homo sapiens,9606,Human,Serpin B5,SERPINB5,375,375,2,12,12,0.032,0.032,0.032,0.005333333333333333,True,False,UPI000004750D,UniRef50_P36952,2021_12,disprot_taxon_9606_homo_sapiens.json
Q02297,DP03306,Homo sapiens,9606,Human,"Pro-neuregulin-1, membrane-bound isoform",NRG1,640,640,2,16,16,0.025,0.025,0.025,0.60625,True,False,UPI000013DED6,UniRef50_Q02297,2022_06,disprot_taxon_9606_homo_sapiens.json
Q9UMD9,DP03307,Homo sapiens,9606,Human,Collagen alpha-1(XVII) chain,COL17A1,1497,1497,3,454,454,0.3032732130928524,0.3032732130928524,0.3032732130928524,0.7107548430193721,True,False,UPI000006F1D3,UniRef50_Q9UMD9,2023_06,disprot_taxon_9606_homo_sapiens.json
Q96MS0,DP03308,Homo sapiens,9606,Human,Roundabout homolog 3,ROBO3,1386,1386,2,14,14,0.010101010101010102,0.010101010101010102,0.010101010101010102,0.42207792207792205,True,False,UPI000006DEA8,UniRef50_Q96MS0,2021_06,disprot_taxon_9606_homo_sapiens.json
O60486,DP03309,Homo sapiens,9606,Human,Plexin-C1,PLXNC1,1568,1568,2,18,18,0.011479591836734694,0.011479591836734694,0.011479591836734694,0.08482142857142858,True,False,UPI0000038AF4,UniRef50_O60486,2021_06,disprot_taxon_9606_homo_sapiens.json
P00740,DP03311,Homo sapiens,9606,Human,Coagulation factor IX,F9,461,461,17,47,47,0.1019522776572668,0.1019522776572668,0.1019522776572668,0.11279826464208242,True,False,UPI0000042504,UniRef50_P00740,2021_06,disprot_taxon_9606_homo_sapiens.json
P10619,DP03312,Homo sapiens,9606,Human,Lysosomal protective protein,CTSA,480,480,1,40,40,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0125,True,False,UPI00000362E6,UniRef50_P10619,2021_06,disprot_taxon_9606_homo_sapiens.json
P00488,DP03313,Homo sapiens,9606,Human,Coagulation factor XIII A chain,F13A1,732,732,3,37,37,0.050546448087431695,0.050546448087431695,0.050546448087431695,0.00819672131147541,True,False,UPI0000142757,UniRef50_P00488,2021_12,disprot_taxon_9606_homo_sapiens.json
Q06141,DP03314,Homo sapiens,9606,Human,Regenerating islet-derived protein 3-alpha,REG3A,175,175,6,11,11,0.06285714285714286,0.06285714285714286,0.06285714285714286,0.022857142857142857,True,False,UPI0000001C5B,UniRef50_P25031,2021_06,disprot_taxon_9606_homo_sapiens.json
Q13316,DP03323,Homo sapiens,9606,Human,Dentin matrix acidic phosphoprotein 1,DMP1,513,513,18,497,497,0.9688109161793372,0.9688109161793372,0.9688109161793372,0.7251461988304093,True,False,UPI000016A23C,UniRef50_Q13316,2023_06,disprot_taxon_9606_homo_sapiens.json
P35052,DP03324,Homo sapiens,9606,Human,Glypican-1,GPC1,558,558,3,12,12,0.021505376344086023,0.021505376344086023,0.021505376344086023,0.15591397849462366,True,False,UPI0000032F5D,UniRef50_P35052,2021_06,disprot_taxon_9606_homo_sapiens.json
Q9HCB6,DP03343,Homo sapiens,9606,Human,Spondin-1,SPON1,807,807,3,29,29,0.03593556381660471,0.03593556381660471,0.03593556381660471,0.12763320941759604,True,False,UPI0000038A5A,UniRef50_Q9HCB6,2021_06,disprot_taxon_9606_homo_sapiens.json
P36955,DP03344,Homo sapiens,9606,Human,Pigment epithelium-derived factor,SERPINF1,418,418,3,15,15,0.03588516746411483,0.03588516746411483,0.03588516746411483,0.0861244019138756,True,False,UPI0000176321,UniRef50_P36955,2021_06,disprot_taxon_9606_homo_sapiens.json
O00214,DP03345,Homo sapiens,9606,Human,Galectin-8,LGALS8,317,317,2,22,22,0.0694006309148265,0.0694006309148265,0.0694006309148265,0.07255520504731862,True,False,UPI000014EA6F,UniRef50_O00214,2021_06,disprot_taxon_9606_homo_sapiens.json
Q5T1C6,DP03348,Homo sapiens,9606,Human,Acyl-coenzyme A thioesterase THEM4,THEM4,240,240,1,26,26,0.10833333333333334,0.10833333333333334,0.10833333333333334,0.16666666666666666,True,False,UPI000045625A,UniRef50_Q5T1C6,2021_12,disprot_taxon_9606_homo_sapiens.json
P23677,DP03351,Homo sapiens,9606,Human,Inositol-trisphosphate 3-kinase A,ITPKA,461,461,3,10,10,0.021691973969631236,0.021691973969631236,0.021691973969631236,0.3796095444685466,True,False,UPI0000049A1A,UniRef50_P23677,2021_12,disprot_taxon_9606_homo_sapiens.json
P05546,DP03353,Homo sapiens,9606,Human,Heparin cofactor 2,SERPIND1,499,499,2,83,83,0.16633266533066132,0.16633266533066132,0.16633266533066132,0.22645290581162325,True,False,UPI000002C4DB,UniRef50_P05546,2021_06,disprot_taxon_9606_homo_sapiens.json
Q92743,DP03358,Homo sapiens,9606,Human,Serine protease HTRA1,HTRA1,480,480,5,26,26,0.05416666666666667,0.05416666666666667,0.05416666666666667,0.0875,True,False,UPI0000114888,UniRef50_Q92743,2021_06,disprot_taxon_9606_homo_sapiens.json
Q15582,DP03364,Homo sapiens,9606,Human,Transforming growth factor-beta-induced protein ig-h3,TGFBI,683,683,7,67,67,0.09809663250366032,0.09809663250366032,0.09809663250366032,0.07759882869692533,True,False,UPI0000000C6A,UniRef50_Q15582,2021_12,disprot_taxon_9606_homo_sapiens.json
P27469,DP03365,Homo sapiens,9606,Human,G0/G1 switch protein 2,G0S2,103,103,3,103,103,1.0,1.0,1.0,0.0,True,False,UPI000012AE19,UniRef50_P27469,2021_12,disprot_taxon_9606_homo_sapiens.json
P53778,DP03366,Homo sapiens,9606,Human,Mitogen-activated protein kinase 12,MAPK12,367,367,1,14,14,0.03814713896457766,0.03814713896457766,0.03814713896457766,0.05449591280653951,True,False,UPI000059CD65,UniRef50_P53778,2021_12,disprot_taxon_9606_homo_sapiens.json
O15391,DP03369,Homo sapiens,9606,Human,Transcription factor YY2,YY2,372,372,4,372,372,1.0,1.0,1.0,0.6344086021505376,True,False,UPI000006CE0D,UniRef50_O15391,2023_12,disprot_taxon_9606_homo_sapiens.json
P04554,DP03372,Homo sapiens,9606,Human,Protamine-2,PRM2,102,102,4,57,57,0.5588235294117647,0.5588235294117647,0.5588235294117647,0.3333333333333333,True,False,UPI0000163B50,UniRef50_P04554,2023_12,disprot_taxon_9606_homo_sapiens.json
P20849,DP03378,Homo sapiens,9606,Human,Collagen alpha-1(IX) chain,COL9A1,921,921,7,18,18,0.019543973941368076,0.019543973941368076,0.019543973941368076,0.31813246471226925,True,False,UPI000016A716,UniRef50_P20849,2021_12,disprot_taxon_9606_homo_sapiens.json
Q14766,DP03379,Homo sapiens,9606,Human,Latent-transforming growth factor beta-binding protein 1,LTBP1,1721,1721,9,71,71,0.04125508425334108,0.04125508425334108,0.04125508425334108,0.37303893085415457,True,False,UPI000016AC27,UniRef50_Q14766,2023_06,disprot_taxon_9606_homo_sapiens.json
P83110,DP03380,Homo sapiens,9606,Human,Serine protease HTRA3,HTRA3,453,453,1,11,11,0.024282560706401765,0.024282560706401765,0.024282560706401765,0.024282560706401765,True,False,UPI0000001647,UniRef50_P83110,2021_12,disprot_taxon_9606_homo_sapiens.json
P98066,DP03382,Homo sapiens,9606,Human,Tumor necrosis factor-inducible gene 6 protein,TNFAIP6,277,277,6,28,28,0.10108303249097472,0.10108303249097472,0.10108303249097472,0.1588447653429603,True,False,UPI0000137748,UniRef50_P98066,2021_12,disprot_taxon_9606_homo_sapiens.json
Q8WVM7,DP03383,Homo sapiens,9606,Human,Cohesin subunit SA-1,STAG1,1258,1258,6,318,318,0.2527821939586645,0.2527821939586645,0.2527821939586645,0.23052464228934816,True,False,UPI0000169F8F,UniRef50_Q8WVM7,2021_12,disprot_taxon_9606_homo_sapiens.json
P20592,DP03385,Homo sapiens,9606,Human,Interferon-induced GTP-binding protein Mx2,MX2,715,715,3,115,115,0.16083916083916083,0.16083916083916083,0.16083916083916083,0.15524475524475526,True,False,UPI0000001C2D,UniRef50_P20592,2021_12,disprot_taxon_9606_homo_sapiens.json
Q9Y237-2,DP03386,Homo sapiens,9606,Human,Isoform 2 of Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,PIN4,156,156,3,59,59,0.3782051282051282,0.3782051282051282,0.3782051282051282,,False,False,UPI00002263A9,,2021_12,disprot_taxon_9606_homo_sapiens.json
Q9Y237-1,DP03387,Homo sapiens,9606,Human,Isoform 1 of Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,PIN4,131,131,1,35,35,0.26717557251908397,0.26717557251908397,0.26717557251908397,,False,False,UPI0000131AF2,,2021_12,disprot_taxon_9606_homo_sapiens.json
Q9UBT3,DP03389,Homo sapiens,9606,Human,Dickkopf-related protein 4,DKK4,224,224,3,67,67,0.29910714285714285,0.29910714285714285,0.29910714285714285,0.20535714285714285,True,False,UPI0000051057,UniRef50_Q9UBT3,2021_12,disprot_taxon_9606_homo_sapiens.json
O60493,DP03394,Homo sapiens,9606,Human,Sorting nexin-3,SNX3,162,162,2,44,44,0.2716049382716049,0.2716049382716049,0.2716049382716049,0.006172839506172839,True,False,UPI00000013A7,UniRef50_O60493,2021_12,disprot_taxon_9606_homo_sapiens.json
P13051-1,DP03397,Homo sapiens,9606,Human,Isoform 2 of Uracil-DNA glycosylase,UNG,313,313,1,92,92,0.2939297124600639,0.2939297124600639,0.2939297124600639,,False,False,UPI000002E951,,2021_12,disprot_taxon_9606_homo_sapiens.json
P60484-2,DP03399,Homo sapiens,9606,Human,"Isoform alpha of Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",PTEN,576,576,3,145,145,0.2517361111111111,0.2517361111111111,0.2517361111111111,,False,False,UPI0002578083,,2021_12,disprot_taxon_9606_homo_sapiens.json
Q9H4L7,DP03400,Homo sapiens,9606,Human,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1,SMARCAD1,1026,1026,3,93,93,0.09064327485380116,0.09064327485380116,0.09064327485380116,0.29922027290448344,True,False,UPI000013E22F,UniRef50_Q9H4L7,2023_12,disprot_taxon_9606_homo_sapiens.json
Q8WXS3-1,DP03403,Homo sapiens,9606,Human,Isoform 2 of Brain and acute leukemia cytoplasmic protein,BAALC,180,180,1,180,180,1.0,1.0,1.0,,False,False,UPI0000071FE0,,2023_12,disprot_taxon_9606_homo_sapiens.json
P56211,DP03404,Homo sapiens,9606,Human,cAMP-regulated phosphoprotein 19,ARPP19,112,112,22,112,112,1.0,1.0,1.0,0.07142857142857142,True,False,UPI000000030A,UniRef50_P56211,2023_12,disprot_taxon_9606_homo_sapiens.json
P56211-2,DP03405,Homo sapiens,9606,Human,Isoform ARPP-16 of cAMP-regulated phosphoprotein 19,ARPP19,96,96,1,96,96,1.0,1.0,1.0,,False,False,UPI00001FE4F6,,2023_12,disprot_taxon_9606_homo_sapiens.json
P51397,DP03407,Homo sapiens,9606,Human,Death-associated protein 1,DAP,102,102,1,102,102,1.0,1.0,1.0,0.06862745098039216,True,False,UPI0000128E2E,UniRef50_P51397,2023_12,disprot_taxon_9606_homo_sapiens.json
P10997,DP03417,Homo sapiens,9606,Human,Islet amyloid polypeptide,IAPP,89,89,9,67,67,0.7528089887640449,0.7528089887640449,0.7528089887640449,0.0,True,False,UPI000012D0C4,UniRef50_P10997,2021_12,disprot_taxon_9606_homo_sapiens.json
Q96PU8-9,DP03418,Homo sapiens,9606,Human,Isoform 6 of Protein quaking,QKI,319,319,2,115,115,0.3605015673981191,0.3605015673981191,0.3605015673981191,,False,False,UPI0000071672,,2021_12,disprot_taxon_9606_homo_sapiens.json
P80303,DP03424,Homo sapiens,9606,Human,Nucleobindin-2,NUCB2,420,420,12,231,231,0.55,0.55,0.55,0.09047619047619047,True,False,UPI000013D6B1,UniRef50_P80303,2023_12,disprot_taxon_9606_homo_sapiens.json
P25024,DP03426,Homo sapiens,9606,Human,C-X-C chemokine receptor type 1,CXCR1,350,350,7,54,54,0.15428571428571428,0.15428571428571428,0.15428571428571428,0.1,True,False,UPI0000043589,UniRef50_P35407,2021_12,disprot_taxon_9606_homo_sapiens.json
P31327,DP03427,Homo sapiens,9606,Human,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",CPS1,1500,1500,8,76,76,0.050666666666666665,0.050666666666666665,0.050666666666666665,0.03133333333333333,True,False,UPI0000156409,UniRef50_P31327,2021_12,disprot_taxon_9606_homo_sapiens.json
P40763,DP03428,Homo sapiens,9606,Human,Signal transducer and activator of transcription 3,STAT3,770,770,2,34,34,0.04415584415584416,0.04415584415584416,0.04415584415584416,0.1025974025974026,True,False,UPI00000473FD,UniRef50_P40763,2021_12,disprot_taxon_9606_homo_sapiens.json
Q13153,DP03433,Homo sapiens,9606,Human,Serine/threonine-protein kinase PAK 1,PAK1,545,545,18,264,264,0.48440366972477067,0.48440366972477067,0.48440366972477067,0.30825688073394497,True,False,,UniRef50_Q13153,2021_12,disprot_taxon_9606_homo_sapiens.json
Q9UPP1,DP03444,Homo sapiens,9606,Human,Histone lysine demethylase PHF8,PHF8,1060,1060,2,13,13,0.012264150943396227,0.012264150943396227,0.012264150943396227,0.5386792452830189,True,False,,UniRef50_Q9UPP1,2021_12,disprot_taxon_9606_homo_sapiens.json
Q9NR48,DP03446,Homo sapiens,9606,Human,Histone-lysine N-methyltransferase ASH1L,ASH1L,2969,2969,10,42,42,0.014146177164028292,0.014146177164028292,0.014146177164028292,,False,False,,UniRef50_Q9NR48,2023_06,disprot_taxon_9606_homo_sapiens.json
Q13177,DP03447,Homo sapiens,9606,Human,Serine/threonine-protein kinase PAK 2,PAK2,524,524,15,240,240,0.4580152671755725,0.4580152671755725,0.4580152671755725,0.2881679389312977,True,False,,UniRef50_Q13177,2021_12,disprot_taxon_9606_homo_sapiens.json
P56524,DP03448,Homo sapiens,9606,Human,Histone deacetylase 4,HDAC4,1084,1084,2,56,56,0.05166051660516605,0.05166051660516605,0.05166051660516605,0.4474169741697417,True,False,,UniRef50_P56524,2021_12,disprot_taxon_9606_homo_sapiens.json
P21675-1,DP03451,Homo sapiens,9606,Human,Transcription initiation factor TFIID subunit 1,TAF1,1872,1872,2,95,95,0.05074786324786325,0.05074786324786325,0.05074786324786325,0.4188034188034188,True,False,,UniRef50_P21675,2021_12,disprot_taxon_9606_homo_sapiens.json
Q6P1X5,DP03452,Homo sapiens,9606,Human,Transcription initiation factor TFIID subunit 2,TAF2,1199,1199,1,223,223,0.1859883236030025,0.1859883236030025,0.1859883236030025,0.195162635529608,True,False,,UniRef50_Q6P1X5,2023_06,disprot_taxon_9606_homo_sapiens.json
P51513,DP03453,Homo sapiens,9606,Human,RNA-binding protein Nova-1,NOVA1,507,507,1,19,19,0.03747534516765286,0.03747534516765286,0.03747534516765286,0.40631163708086787,True,False,,UniRef50_Q9JKN6,2021_12,disprot_taxon_9606_homo_sapiens.json
Q9UBP0,DP03454,Homo sapiens,9606,Human,Spastin,SPAST,616,616,4,96,96,0.15584415584415584,0.15584415584415584,0.15584415584415584,0.22727272727272727,True,False,,UniRef50_Q9UBP0,2021_12,disprot_taxon_9606_homo_sapiens.json
O00189,DP03455,Homo sapiens,9606,Human,AP-4 complex subunit mu-1,AP4M1,453,453,3,41,41,0.09050772626931568,0.09050772626931568,0.09050772626931568,0.0728476821192053,True,False,,UniRef50_O00189,2021_12,disprot_taxon_9606_homo_sapiens.json
P27635,DP03456,Homo sapiens,9606,Human,60S ribosomal protein L10,RPL10,214,214,1,29,29,0.13551401869158877,0.13551401869158877,0.13551401869158877,0.0,True,False,,UniRef50_P27635,2021_12,disprot_taxon_9606_homo_sapiens.json
Q15542,DP03459,Homo sapiens,9606,Human,Transcription initiation factor TFIID subunit 5,TAF5,800,800,2,49,49,0.06125,0.06125,0.06125,0.25875,True,False,,UniRef50_Q15542,2021_12,disprot_taxon_9606_homo_sapiens.json
Q9GZZ9,DP03487,Homo sapiens,9606,Human,Ubiquitin-like modifier-activating enzyme 5,UBA5,404,404,19,80,80,0.19801980198019803,0.19801980198019803,0.19801980198019803,0.04702970297029703,True,False,,UniRef50_Q9GZZ9,2021_12,disprot_taxon_9606_homo_sapiens.json
P43026,DP03488,Homo sapiens,9606,Human,Growth/differentiation factor 5,GDF5,501,501,1,15,15,0.029940119760479042,0.029940119760479042,0.029940119760479042,0.29740518962075846,True,False,,UniRef50_P43026,2023_12,disprot_taxon_9606_homo_sapiens.json
P18075,DP03490,Homo sapiens,9606,Human,Bone morphogenetic protein 7,BMP7,431,431,1,35,35,0.08120649651972157,0.08120649651972157,0.08120649651972157,0.22041763341067286,True,False,,UniRef50_P18075,2021_12,disprot_taxon_9606_homo_sapiens.json
P27361,DP03497,Homo sapiens,9606,Human,Mitogen-activated protein kinase 3,MAPK3,379,379,1,23,23,0.06068601583113457,0.06068601583113457,0.06068601583113457,0.079155672823219,True,False,,UniRef50_P28482,2021_12,disprot_taxon_9606_homo_sapiens.json
Q04637-8,DP03499,Homo sapiens,9606,Human,Isoform 8 of Eukaryotic translation initiation factor 4 gamma 1,EIF4G1,1600,1600,3,165,165,0.103125,0.103125,0.103125,,False,False,,,2021_12,disprot_taxon_9606_homo_sapiens.json
